brand,model,year,mileage,fuel_type,transmission,owner_count,region,price,listing_date,days_to_sale
Toyota,Corolla,2015,162153,Hybrid,Automatic,4,Metro,3100.0,2026-08-08,24
Tesla,Model 3,2024,3000,Electric,Automatic,1,West,44300.0,2026-06-04,57
Toyota,Camry,2014,105533,Hybrid,Automatic,2,East,7600.0,2025-09-18,69
Ford,Escape,2013,117761,Electric,Automatic,3,Central,3350.0,2025-10-30,87
Toyota,RAV4,2018,101632,Petrol,Automatic,3,Central,11800.0,2026-09-07,25
Mercedes-Benz,E-Class,2018,81728,Hybrid,Automatic,1,North,19200.0,2026-05-02,18
Ford,Explorer,2021,38334,Petrol,Automatic,1,West,28750.0,2026-07-03,14
Volkswagen,Passat,2016,93015,Petrol,Automatic,2,South,6750.0,2026-06-16,16
BMW,3 Series,2022,24192,Petrol,Automatic,2,South,29300.0,2026-03-13,22
Mercedes-Benz,GLE,2012,123292,Petrol,Automatic,1,East,8550.0,2025-12-31,102
BMW,X3,2016,137728,Petrol,Automatic,3,East,10850.0,2026-05-15,140
Toyota,Corolla,2022,28143,Petrol,Automatic,1,Metro,19600.0,2026-04-25,84
Tesla,Model 3,2012,108943,Electric,Automatic,2,South,5050.0,2026-05-22,22
Volkswagen,Passat,2020,62649,Diesel,Automatic,1,East,14850.0,2026-02-08,15
Tesla,Model S,2021,39211,Electric,Automatic,1,South,55950.0,2026-02-11,34
Chevrolet,Tahoe,2024,3650,Petrol,Automatic,1,East,59350.0,2026-07-28,25
Audi,A4,2023,13773,Hybrid,Automatic,1,Metro,40250.0,2026-05-27,6
Honda,Accord,2017,102012,Diesel,Automatic,2,Central,9200.0,2025-10-07,55
Subaru,Outback,2022,23589,Petrol,Manual,1,North,22950.0,2025-10-14,26
Chevrolet,Malibu,2020,64022,Petrol,Automatic,2,Central,11500.0,2026-03-25,15
Kia,Sportage,2023,8702,Petrol,Automatic,2,North,24550.0,2026-05-18,54
Hyundai,Elantra,2017,78705,Petrol,Automatic,4,East,7450.0,2025-10-02,33
Toyota,Tacoma,2019,57445,Petrol,Automatic,1,Metro,16350.0,2026-05-28,13
Chevrolet,Malibu,2022,20372,Diesel,Automatic,1,South,18050.0,2025-12-13,20
Honda,Civic,2023,12901,Petrol,Automatic,1,Central,21950.0,2026-04-04,30
BMW,X5,2020,39200,Hybrid,Automatic,1,Metro,32600.0,2026-08-27,16
Toyota,Tacoma,2022,36559,Hybrid,Manual,1,West,26000.0,2026-03-02,24
Subaru,Crosstrek,2017,103028,Hybrid,Automatic,2,Metro,9750.0,2025-10-31,47
Chevrolet,Malibu,2024,3611,Petrol,Automatic,1,East,26150.0,2025-11-11,9
Nissan,Altima,2022,36764,Petrol,Manual,1,West,18750.0,2025-12-11,30
Toyota,RAV4,2022,17414,Hybrid,Automatic,1,East,25300.0,2026-07-25,12
Mercedes-Benz,C-Class,2023,14692,Electric,Automatic,1,Metro,43450.0,2026-04-29,12
Honda,Civic,2019,73220,Hybrid,Automatic,2,North,11500.0,2026-07-24,38
Ford,Explorer,2017,115053,Hybrid,Automatic,3,East,11600.0,2025-11-13,23
Honda,Accord,2019,93959,Hybrid,Automatic,2,Metro,16200.0,2026-04-23,52
Honda,Accord,2022,16803,Diesel,Automatic,1,Metro,23700.0,2026-01-24,45
Mercedes-Benz,E-Class,2019,58319,Petrol,Automatic,1,East,26800.0,2026-08-06,45
Honda,Accord,2016,72740,Petrol,Manual,2,South,8650.0,2026-08-24,41
Audi,A4,2023,23280,Petrol,Automatic,1,Metro,38550.0,2026-05-22,24
Nissan,Altima,2017,64952,Petrol,Automatic,2,South,7350.0,2025-11-17,29
Volkswagen,Golf,2017,123079,Electric,Automatic,2,South,7050.0,2025-12-24,30
BMW,5 Series,2021,54724,Petrol,Automatic,2,South,31450.0,2026-03-05,93
Honda,Pilot,2020,86896,Petrol,Manual,1,West,19650.0,2026-01-26,20
Toyota,Camry,2018,72388,Petrol,Automatic,3,Metro,13800.0,2026-04-01,37
Audi,A6,2024,3000,Petrol,Manual,1,South,62500.0,2025-10-25,27
Toyota,RAV4,2022,33062,Hybrid,Automatic,1,North,24600.0,2026-07-02,7
Audi,Q7,2024,3000,Hybrid,Automatic,1,East,68700.0,2026-04-08,38
Toyota,Corolla,2015,140507,Hybrid,Manual,3,Metro,3200.0,2026-01-23,30
Toyota,Highlander,2020,30503,Petrol,Automatic,1,North,25900.0,2025-12-26,36
Toyota,Highlander,2024,3000,Petrol,Automatic,1,East,43450.0,2025-10-17,31
Tesla,Model 3,2020,36696,Electric,Automatic,1,Central,23350.0,2026-06-08,75
Audi,Q5,2023,12827,Petrol,Automatic,1,West,40850.0,2026-01-24,22
BMW,5 Series,2018,57490,Diesel,Automatic,2,Metro,21300.0,2025-12-30,51
Ford,Explorer,2022,34206,Petrol,Automatic,1,North,26200.0,2025-11-23,24
Ford,Mustang,2020,61379,Hybrid,Automatic,2,West,18600.0,2026-03-06,28
Audi,Q7,2023,13752,Petrol,Automatic,1,South,52700.0,2026-06-25,50
Tesla,Model S,2021,34056,Electric,Automatic,3,East,48150.0,2026-06-07,23
BMW,M3,2017,81469,Petrol,Automatic,1,East,25150.0,2026-03-11,100
Kia,Forte,2019,95756,Petrol,Automatic,1,West,8400.0,2026-06-07,39
Toyota,RAV4,2016,89184,Diesel,Manual,1,South,10400.0,2026-01-10,15
Volkswagen,Jetta,2016,148012,Petrol,Automatic,3,South,3250.0,2026-02-14,15
Toyota,RAV4,2013,100348,Hybrid,Automatic,2,West,6350.0,2026-05-04,73
Kia,Telluride,2021,43094,Petrol,Automatic,2,West,24500.0,2025-10-31,19
Ford,Mustang,2024,3000,Petrol,Manual,1,North,33100.0,2025-10-28,21
Honda,Pilot,2013,147361,Petrol,Manual,2,South,7350.0,2025-11-03,38
Toyota,Corolla,2018,63543,Petrol,Automatic,2,West,11050.0,2025-11-08,50
Volkswagen,Golf,2015,146450,Petrol,Automatic,1,West,3350.0,2026-02-08,10
Nissan,Altima,2023,28153,Hybrid,Automatic,2,North,22200.0,2026-03-08,30
Ford,F-150,2023,18932,Petrol,Automatic,1,South,35100.0,2026-04-03,19
Mazda,CX-5,2018,73422,Petrol,Automatic,2,Metro,15250.0,2026-05-15,73
Toyota,Corolla,2019,95603,Petrol,Automatic,1,East,11700.0,2025-10-29,24
Toyota,RAV4,2021,36222,Hybrid,Automatic,1,South,21850.0,2026-05-19,55
Chevrolet,Silverado,2023,10949,Petrol,Automatic,1,East,33650.0,2026-07-12,25
Nissan,Rogue,2023,12542,Petrol,Automatic,1,East,24950.0,2026-06-30,31
Audi,A6,2018,47956,Hybrid,Automatic,3,North,18850.0,2026-03-07,39
Kia,Telluride,2015,101117,Diesel,Automatic,2,West,9650.0,2026-05-24,20
BMW,5 Series,2013,224277,Hybrid,Automatic,3,East,6950.0,2025-11-02,117
Mercedes-Benz,C-Class,2021,45050,Petrol,Automatic,1,South,25300.0,2026-09-13,39
Porsche,Panamera,2024,3000,Petrol,Automatic,1,Central,98400.0,2025-11-09,19
Subaru,Outback,2019,54745,Petrol,Automatic,1,Central,16800.0,2026-06-11,28
Toyota,Camry,2021,47281,Hybrid,Automatic,1,East,19950.0,2025-11-13,16
Tesla,Model S,2013,171031,Electric,Automatic,1,East,11300.0,2025-10-08,12
Mercedes-Benz,E-Class,2022,31235,Hybrid,Automatic,1,Central,41550.0,2026-06-29,43
Chevrolet,Malibu,2013,124403,Petrol,Automatic,1,West,3100.0,2026-05-29,140
BMW,M3,2022,19323,Petrol,Automatic,2,North,55500.0,2025-10-26,57
Toyota,Camry,2024,3000,Petrol,Automatic,1,Central,24700.0,2026-07-11,10
Chevrolet,Malibu,2023,28990,Petrol,Automatic,1,South,23150.0,2025-12-10,21
BMW,X5,2023,26226,Petrol,Automatic,2,South,55400.0,2026-04-13,42
Ford,Escape,2018,62492,Petrol,Automatic,4,Metro,10300.0,2026-01-01,53
BMW,3 Series,2023,13602,Petrol,Automatic,1,Metro,39700.0,2026-08-02,49
Audi,A6,2022,16406,Petrol,Automatic,1,Metro,45150.0,2025-12-30,27
Audi,A4,2021,36295,Petrol,Automatic,2,West,24100.0,2025-10-31,38
Tesla,Model Y,2022,16431,Electric,Automatic,1,Central,36450.0,2026-07-27,41
Mazda,CX-9,2021,52475,Diesel,Automatic,1,North,23750.0,2026-01-02,17
Mercedes-Benz,GLE,2015,124926,Petrol,Automatic,1,North,13800.0,2026-04-30,40
BMW,5 Series,2012,222880,Diesel,Automatic,3,East,6950.0,2025-12-23,140
Nissan,Sentra,2016,181975,Petrol,Automatic,1,Central,2650.0,2026-04-15,55
Honda,Accord,2019,54145,Hybrid,Automatic,1,South,15300.0,2026-02-03,16
Tesla,Model S,2012,179488,Electric,Automatic,1,North,9850.0,2026-07-08,75
Volkswagen,Golf,2023,10879,Petrol,Automatic,1,West,24100.0,2026-05-19,24
Honda,Pilot,2023,10434,Hybrid,Automatic,1,East,35550.0,2025-10-18,20
Audi,A6,2017,102204,Electric,Automatic,1,West,16750.0,2026-07-13,57
Subaru,Outback,2024,3000,Petrol,Automatic,1,North,29000.0,2026-05-13,27
Nissan,Sentra,2023,4691,Petrol,Automatic,1,West,20650.0,2025-10-14,26
Hyundai,Santa Fe,2015,174578,Petrol,Automatic,4,East,3850.0,2026-01-11,14
Chevrolet,Tahoe,2021,26870,Petrol,Automatic,1,North,35200.0,2025-12-07,16
Hyundai,Sonata,2015,114890,Petrol,Automatic,1,West,6300.0,2026-01-12,61
Honda,Civic,2022,19682,Hybrid,Automatic,1,South,19950.0,2025-10-09,45
Toyota,RAV4,2019,46029,Petrol,Manual,1,East,15850.0,2026-01-27,44
Honda,Accord,2024,3000,Diesel,Automatic,1,West,28650.0,2026-06-29,18
Honda,CR-V,2016,102060,Hybrid,Automatic,2,North,7650.0,2026-01-10,52
BMW,3 Series,2015,82568,Petrol,Automatic,3,West,5400.0,2026-03-15,18
Audi,Q5,2022,20604,Petrol,Automatic,1,Metro,34450.0,2026-06-22,15
BMW,M3,2015,136515,Petrol,Automatic,2,Central,14850.0,2025-12-19,57
Toyota,Highlander,2024,3262,Petrol,Manual,1,Central,37350.0,2025-09-19,28
Honda,CR-V,2015,238303,Petrol,Manual,1,North,6450.0,2026-04-20,15
Nissan,Pathfinder,2020,69126,Petrol,Automatic,2,East,17100.0,2026-06-01,31
Hyundai,Elantra,2024,3000,Petrol,Automatic,1,Metro,23500.0,2025-12-15,31
Hyundai,Santa Fe,2014,150418,Hybrid,Manual,1,North,4400.0,2026-07-08,35
Nissan,Sentra,2016,77390,Hybrid,Automatic,3,West,5350.0,2026-06-24,20
Porsche,Macan,2020,54611,Hybrid,Automatic,3,East,42250.0,2026-02-19,59
Ford,F-150,2023,8344,Petrol,Automatic,1,East,32550.0,2026-06-03,24
BMW,3 Series,2012,147091,Petrol,Automatic,2,East,5400.0,2025-11-18,140
Ford,F-150,2016,159769,Petrol,Automatic,3,North,6450.0,2026-02-05,16
BMW,X3,2024,3000,Petrol,Automatic,1,South,49300.0,2025-11-24,29
Toyota,Tacoma,2022,30851,Petrol,Automatic,2,Central,23000.0,2025-12-19,16
Hyundai,Elantra,2022,30017,Petrol,Automatic,1,East,17450.0,2026-06-12,37
Subaru,Crosstrek,2023,11632,Petrol,Automatic,2,West,23550.0,2026-03-05,25
Honda,Accord,2022,41625,Hybrid,Automatic,1,South,22900.0,2025-11-12,8
Audi,A4,2015,123039,Hybrid,Automatic,2,West,6550.0,2026-01-11,63
Mercedes-Benz,E-Class,2024,3000,Hybrid,Automatic,1,North,64400.0,2025-11-28,28
Volkswagen,Jetta,2017,122743,Petrol,Automatic,2,North,6200.0,2026-07-25,28
Mercedes-Benz,GLC,2018,91775,Petrol,Automatic,1,West,15400.0,2025-12-02,29
Mercedes-Benz,C-Class,2020,43141,Petrol,Manual,2,West,21200.0,2026-07-17,18
BMW,3 Series,2015,142557,Petrol,Automatic,2,North,6800.0,2026-02-11,55
Honda,Accord,2023,18000,Diesel,Automatic,1,West,28050.0,2026-04-16,52
Hyundai,Elantra,2023,15981,Hybrid,Automatic,1,West,20250.0,2026-01-14,13
Volkswagen,Jetta,2024,3000,Diesel,Manual,1,North,21750.0,2026-05-29,16
Hyundai,Sonata,2018,44279,Petrol,Automatic,2,East,9850.0,2026-03-24,13
Audi,A6,2021,24443,Petrol,Automatic,1,South,33600.0,2026-07-02,4
Mazda,Mazda6,2020,36164,Petrol,Automatic,1,South,16250.0,2026-05-02,50
Chevrolet,Equinox,2017,144797,Petrol,Automatic,1,East,8250.0,2026-01-02,40
Mercedes-Benz,C-Class,2017,111255,Petrol,Automatic,1,Central,9800.0,2026-03-09,64
Ford,Escape,2021,42084,Petrol,Automatic,1,Metro,19750.0,2025-11-25,58
Hyundai,Tucson,2024,3000,Petrol,Automatic,1,North,27400.0,2026-08-17,4
Porsche,911,2020,56038,Petrol,Manual,2,East,68800.0,2026-07-06,17
Ford,Escape,2015,112387,Hybrid,Automatic,3,South,3650.0,2026-04-26,12
Volkswagen,Passat,2020,48225,Hybrid,Automatic,1,North,14700.0,2025-11-19,52
Mercedes-Benz,E-Class,2022,31195,Petrol,Manual,1,East,37700.0,2026-01-10,7
Honda,Civic,2022,20001,Hybrid,Manual,1,Metro,21750.0,2025-10-05,27
Toyota,RAV4,2024,3000,Hybrid,Automatic,1,Central,31200.0,2025-11-05,12
Mercedes-Benz,GLC,2019,72813,Petrol,Automatic,1,Central,18250.0,2026-02-04,29
Honda,Pilot,2019,60854,Petrol,Manual,2,Metro,20600.0,2026-05-07,35
Tesla,Model S,2016,113992,Electric,Automatic,3,West,22000.0,2026-02-03,15
Honda,Accord,2024,3000,Hybrid,Automatic,1,Metro,32500.0,2026-07-17,21
Nissan,Sentra,2022,26435,Electric,Automatic,1,East,17350.0,2026-07-26,51
BMW,3 Series,2017,53936,Petrol,Automatic,2,North,11250.0,2026-07-31,22
Audi,A4,2015,91143,Petrol,Automatic,2,Central,5150.0,2026-04-02,24
Tesla,Model X,2013,179006,Electric,Automatic,3,East,11300.0,2026-03-21,27
Chevrolet,Tahoe,2015,121664,Petrol,Automatic,2,Metro,14550.0,2025-11-06,41
Audi,Q7,2016,50377,Hybrid,Manual,3,South,18900.0,2026-03-27,69
BMW,5 Series,2016,92152,Petrol,Automatic,3,Central,9650.0,2025-12-19,31
Tesla,Model S,2023,20265,Electric,Automatic,1,South,73750.0,2026-07-01,41
Nissan,Sentra,2020,62964,Petrol,Automatic,2,East,8850.0,2026-08-31,8
BMW,5 Series,2015,126266,Petrol,Automatic,2,Central,7900.0,2026-01-19,67
Toyota,Camry,2021,35190,Petrol,Automatic,1,West,20200.0,2026-01-10,22
Ford,F-150,2020,35926,Petrol,Automatic,2,East,19700.0,2026-01-24,56
Ford,Mustang,2018,89438,Petrol,Automatic,1,East,11550.0,2026-01-10,42
Nissan,Pathfinder,2020,33024,Petrol,Automatic,2,South,18450.0,2026-06-09,23
Toyota,Tacoma,2020,79143,Petrol,Automatic,1,East,21800.0,2026-07-11,52
Honda,Accord,2015,150086,Hybrid,Automatic,3,East,6300.0,2025-12-06,29
Audi,Q7,2012,177704,Hybrid,Automatic,4,South,7450.0,2026-03-30,98
Audi,A6,2024,3000,Petrol,Manual,1,North,53850.0,2026-07-11,38
BMW,M3,2020,32081,Hybrid,Manual,3,Central,37200.0,2026-08-11,42
Toyota,Tacoma,2019,56822,Petrol,Automatic,1,East,18150.0,2026-02-02,32
Toyota,Camry,2021,60110,Hybrid,Automatic,1,Metro,20500.0,2026-01-14,37
Mazda,Mazda6,2016,105859,Diesel,Automatic,3,East,6650.0,2026-06-14,57
Mazda,Mazda3,2021,28270,Petrol,Automatic,1,Central,14350.0,2026-03-09,22
Kia,Forte,2022,21146,Petrol,Manual,1,East,15450.0,2026-06-23,6
Honda,Pilot,2015,130684,Petrol,Automatic,2,South,8250.0,2025-11-16,25
Ford,F-150,2012,167892,Petrol,Manual,1,Metro,4550.0,2026-02-16,140
BMW,5 Series,2019,62693,Petrol,Automatic,1,East,23800.0,2026-05-23,59
Toyota,Camry,2017,85489,Petrol,Automatic,4,West,11200.0,2026-05-25,57
BMW,X5,2023,10064,Diesel,Manual,1,West,56050.0,2026-01-17,16
Toyota,Highlander,2015,115252,Hybrid,Automatic,3,South,11050.0,2026-08-01,25
Volkswagen,Jetta,2015,127506,Electric,Automatic,1,Metro,4800.0,2025-10-17,44
Tesla,Model S,2018,49856,Electric,Automatic,2,West,33600.0,2026-08-13,28
Hyundai,Sonata,2021,75361,Petrol,Automatic,1,South,16150.0,2026-01-11,71
Chevrolet,Malibu,2019,61424,Hybrid,Automatic,2,North,12150.0,2026-07-13,48
Hyundai,Tucson,2021,42679,Petrol,Automatic,1,South,18250.0,2026-08-06,18
Chevrolet,Equinox,2021,48445,Diesel,Automatic,1,North,15650.0,2025-10-18,16
Mercedes-Benz,GLC,2023,14917,Petrol,Automatic,1,Central,39050.0,2026-02-09,31
Tesla,Model X,2012,162167,Electric,Automatic,2,East,10550.0,2026-06-29,119
Mercedes-Benz,GLC,2020,34548,Hybrid,Automatic,2,North,23400.0,2026-06-24,24
Toyota,Tacoma,2020,59782,Hybrid,Automatic,1,Central,18950.0,2025-10-25,44
Toyota,Highlander,2019,105946,Petrol,Automatic,1,South,18750.0,2026-08-19,39
Honda,Pilot,2024,3000,Hybrid,Automatic,2,Central,36900.0,2026-03-10,9
Nissan,Pathfinder,2017,81081,Petrol,Automatic,3,East,8950.0,2025-09-16,29
Ford,Mustang,2015,133291,Petrol,Automatic,1,Metro,7150.0,2026-05-21,57
Mercedes-Benz,GLC,2017,119786,Hybrid,Automatic,1,East,11550.0,2025-11-25,38
Chevrolet,Equinox,2023,4622,Petrol,Automatic,1,West,26800.0,2025-09-24,57
Volkswagen,Jetta,2016,159583,Diesel,Automatic,3,North,2900.0,2026-09-01,12
Toyota,RAV4,2022,16648,Hybrid,Automatic,1,East,27000.0,2025-09-27,23
Mercedes-Benz,E-Class,2024,3000,Petrol,Automatic,1,Metro,63000.0,2025-10-03,9
Kia,Optima,2015,121028,Petrol,Automatic,2,Metro,3000.0,2025-10-23,22
Mazda,CX-9,2024,3000,Petrol,Manual,1,North,35750.0,2026-01-23,15
Honda,Accord,2023,13426,Hybrid,Automatic,1,South,28700.0,2026-04-26,96
Ford,F-150,2024,3000,Diesel,Automatic,1,North,36200.0,2026-07-25,50
Chevrolet,Malibu,2012,142782,Petrol,Automatic,4,West,3100.0,2025-10-09,135
Volkswagen,Golf,2021,35175,Petrol,Automatic,2,South,14150.0,2026-02-17,26
Ford,Escape,2013,145043,Electric,Automatic,2,East,3350.0,2026-04-04,35
Hyundai,Santa Fe,2024,3000,Petrol,Automatic,1,Metro,33100.0,2026-03-28,8
Mazda,CX-9,2021,46232,Petrol,Automatic,2,North,24650.0,2026-03-14,12
Audi,Q7,2023,20073,Petrol,Automatic,1,North,53150.0,2026-08-06,77
Chevrolet,Equinox,2020,32747,Petrol,Automatic,3,South,14450.0,2026-04-07,32
Tesla,Model S,2023,13270,Electric,Automatic,1,East,82950.0,2025-12-02,29
Tesla,Model Y,2021,40028,Electric,Automatic,1,West,30900.0,2025-11-18,60
Audi,A6,2017,91526,Electric,Automatic,2,West,17750.0,2026-05-11,75
Chevrolet,Silverado,2024,3000,Petrol,Automatic,1,East,41200.0,2026-06-18,5
Toyota,Highlander,2019,64522,Hybrid,Automatic,1,South,23500.0,2025-10-31,22
Honda,Pilot,2019,33021,Petrol,Automatic,2,South,19650.0,2026-07-08,52
Mercedes-Benz,GLC,2016,98195,Petrol,Automatic,1,North,11750.0,2026-01-29,29
Honda,Civic,2014,67014,Petrol,Manual,4,West,6550.0,2026-08-02,59
Nissan,Altima,2018,112228,Petrol,Automatic,2,Central,7950.0,2026-03-09,54
Hyundai,Sonata,2020,51051,Hybrid,Automatic,2,Central,13650.0,2025-11-01,25
Ford,Mustang,2017,94714,Petrol,Automatic,3,Metro,10850.0,2026-02-01,35
Audi,A6,2022,31641,Petrol,Automatic,1,Metro,43200.0,2026-03-30,20
Volkswagen,Tiguan,2017,121522,Petrol,Manual,4,Central,7100.0,2026-06-22,28
Toyota,RAV4,2023,12900,Petrol,Automatic,1,Central,24900.0,2026-08-06,16
Mazda,Mazda3,2023,18226,Petrol,Automatic,2,East,23500.0,2026-04-16,20
Audi,Q7,2020,65241,Petrol,Automatic,1,Metro,34150.0,2025-10-08,57
Mazda,CX-9,2015,96017,Petrol,Automatic,2,West,11750.0,2026-03-19,77
Tesla,Model S,2020,44639,Electric,Automatic,1,Central,49400.0,2026-04-09,29
Volkswagen,Tiguan,2021,53667,Petrol,Manual,1,West,16650.0,2025-09-28,40
Ford,Escape,2024,3000,Petrol,Automatic,2,East,27200.0,2026-03-01,24
Tesla,Model X,2024,3000,Electric,Automatic,1,West,95750.0,2026-07-17,21
Audi,A6,2019,53546,Petrol,Automatic,1,South,20750.0,2026-07-04,28
Chevrolet,Tahoe,2022,36563,Petrol,Automatic,1,West,39700.0,2026-04-01,20
Tesla,Model Y,2023,19297,Electric,Automatic,1,West,43300.0,2026-03-21,13
Honda,Pilot,2021,31220,Petrol,Automatic,2,South,25550.0,2026-08-31,34
Toyota,RAV4,2019,48214,Diesel,Automatic,2,South,17050.0,2026-04-16,72
Porsche,911,2017,102861,Petrol,Automatic,1,North,60550.0,2026-09-07,21
Honda,Pilot,2022,29266,Petrol,Automatic,1,North,28800.0,2025-12-05,25
Tesla,Model X,2013,199126,Electric,Automatic,2,East,13100.0,2026-06-29,33
Toyota,Highlander,2022,23457,Hybrid,Automatic,2,Metro,32750.0,2026-04-25,25
Porsche,Macan,2021,30754,Petrol,Automatic,2,East,45250.0,2026-07-15,13
Volkswagen,Golf,2023,13310,Petrol,Manual,1,Metro,23300.0,2026-07-10,25
BMW,M3,2016,149833,Hybrid,Automatic,1,Metro,15400.0,2026-08-08,18
Mercedes-Benz,E-Class,2017,113811,Petrol,Automatic,1,North,15600.0,2026-03-01,72
Hyundai,Tucson,2020,31514,Petrol,Automatic,2,East,15550.0,2026-07-11,34
BMW,X5,2019,71455,Petrol,Automatic,2,East,25000.0,2026-07-01,48
Tesla,Model 3,2021,34128,Electric,Automatic,1,South,26000.0,2026-03-06,46
Audi,Q5,2016,95774,Petrol,Automatic,2,South,8900.0,2026-07-21,41
Audi,Q7,2012,163640,Diesel,Automatic,2,West,7450.0,2026-09-07,107
Toyota,Highlander,2020,87271,Hybrid,Automatic,1,Central,24400.0,2026-05-16,21
Tesla,Model 3,2018,35443,Electric,Automatic,3,Central,15050.0,2026-02-23,30
BMW,X3,2021,36876,Petrol,Automatic,1,East,31600.0,2026-08-05,71
Toyota,RAV4,2017,123639,Petrol,Automatic,1,North,10600.0,2026-03-21,23
Audi,A6,2024,3000,Petrol,Automatic,2,Metro,58600.0,2025-10-20,22
Toyota,RAV4,2023,18027,Hybrid,Manual,1,Central,26050.0,2026-07-15,27
Honda,CR-V,2024,3373,Hybrid,Automatic,1,South,32550.0,2025-10-24,6
Ford,F-150,2019,60767,Hybrid,Automatic,1,South,17800.0,2026-07-30,19
Ford,Mustang,2014,173340,Diesel,Automatic,2,Central,5100.0,2026-07-11,45
Porsche,Panamera,2016,114381,Petrol,Automatic,2,East,46450.0,2026-04-26,44
Mercedes-Benz,GLC,2019,58601,Hybrid,Automatic,2,South,20850.0,2026-06-07,46
Chevrolet,Equinox,2024,3837,Petrol,Automatic,1,East,28600.0,2026-09-05,20
Hyundai,Santa Fe,2018,58226,Petrol,Automatic,1,Metro,13600.0,2026-05-07,40
Honda,CR-V,2019,59711,Hybrid,Automatic,1,West,16800.0,2025-11-18,5
Volkswagen,Jetta,2014,188273,Hybrid,Automatic,3,Metro,2750.0,2026-07-26,140
Toyota,Tacoma,2022,27373,Petrol,Automatic,1,East,25100.0,2025-12-06,18
Mercedes-Benz,GLE,2023,12096,Hybrid,Automatic,1,West,59300.0,2026-05-20,15
Ford,Escape,2014,144786,Hybrid,Automatic,2,West,4500.0,2025-10-21,62
BMW,3 Series,2022,34836,Petrol,Automatic,1,West,32100.0,2025-10-22,24
Audi,A4,2016,129080,Petrol,Automatic,2,Metro,10050.0,2026-03-09,110
BMW,3 Series,2024,3893,Petrol,Automatic,1,South,45500.0,2026-03-07,14
Toyota,Camry,2023,9203,Petrol,Automatic,1,Metro,25200.0,2026-01-02,11
Nissan,Altima,2022,23566,Petrol,Automatic,1,West,19850.0,2026-02-03,34
Hyundai,Sonata,2019,68493,Petrol,Manual,2,Metro,11500.0,2026-08-07,39
Tesla,Model S,2017,109741,Electric,Automatic,2,West,28150.0,2025-10-25,30
Ford,Explorer,2023,21244,Petrol,Automatic,1,Central,32400.0,2026-06-14,15
Volkswagen,Jetta,2018,60176,Diesel,Automatic,4,Metro,8550.0,2026-06-18,27
Mercedes-Benz,GLC,2022,17656,Hybrid,Automatic,1,East,35450.0,2026-07-30,50
Toyota,Tacoma,2020,54422,Petrol,Automatic,1,Metro,23350.0,2025-11-16,43
Nissan,Rogue,2013,173967,Electric,Automatic,1,South,3500.0,2026-03-23,140
Honda,Civic,2023,14983,Petrol,Automatic,1,South,21200.0,2025-10-21,22
Porsche,Macan,2018,79655,Hybrid,Automatic,3,East,32150.0,2026-03-19,45
Honda,Civic,2014,215988,Hybrid,Automatic,3,East,3000.0,2025-12-23,140
Honda,Civic,2015,77051,Diesel,Automatic,3,North,6900.0,2026-01-12,55
Mercedes-Benz,C-Class,2016,78491,Petrol,Automatic,3,North,7450.0,2025-09-27,61
Mazda,Mazda3,2021,49042,Petrol,Automatic,1,Central,14900.0,2025-09-29,18
Honda,CR-V,2020,64800,Petrol,Automatic,3,South,15450.0,2026-04-15,6
Chevrolet,Silverado,2020,75256,Petrol,Automatic,1,South,20950.0,2026-05-20,9
Ford,Escape,2018,56074,Hybrid,Automatic,3,North,10050.0,2026-03-15,44
Volkswagen,Passat,2014,148261,Petrol,Automatic,1,West,3650.0,2026-08-05,11
Hyundai,Tucson,2017,111025,Petrol,Automatic,2,Metro,8000.0,2026-04-23,35
Volkswagen,Golf,2024,3000,Petrol,Automatic,2,South,25000.0,2026-08-12,28
Mazda,Mazda3,2019,36063,Petrol,Automatic,1,North,13000.0,2025-12-13,34
Honda,Civic,2012,282650,Hybrid,Manual,3,Central,3000.0,2025-11-30,140
Chevrolet,Silverado,2019,46091,Petrol,Automatic,1,Metro,19900.0,2026-08-17,24
Mazda,Mazda3,2015,131432,Petrol,Automatic,2,South,4350.0,2026-01-14,51
Mercedes-Benz,GLC,2015,166985,Petrol,Automatic,2,West,6000.0,2026-01-13,19
Honda,Pilot,2015,78593,Petrol,Manual,2,West,9300.0,2026-07-01,64
Chevrolet,Equinox,2018,86283,Petrol,Automatic,1,West,9350.0,2025-09-19,16
Tesla,Model X,2019,112083,Electric,Automatic,1,South,35700.0,2026-02-09,17
Subaru,Forester,2022,20048,Petrol,Automatic,2,South,20100.0,2025-12-02,28
Audi,Q5,2023,7855,Petrol,Manual,1,West,39750.0,2026-08-26,6
Mercedes-Benz,E-Class,2023,12148,Hybrid,Automatic,1,Metro,53300.0,2026-05-10,57
BMW,X5,2022,16291,Petrol,Automatic,1,West,51600.0,2026-02-06,40
Porsche,Macan,2019,46339,Petrol,Manual,2,West,36250.0,2026-05-15,70
BMW,M3,2020,84296,Petrol,Automatic,3,West,39050.0,2025-11-14,54
Toyota,Camry,2019,42551,Hybrid,Automatic,1,North,15550.0,2026-09-13,38
Toyota,Corolla,2015,91117,Petrol,Automatic,2,North,4750.0,2025-11-25,29
Subaru,Crosstrek,2021,51043,Petrol,Automatic,1,East,15750.0,2026-07-10,11
Hyundai,Sonata,2016,54283,Petrol,Automatic,2,North,6900.0,2025-09-18,47
